"AccBinomial","meanHeight","minHeight","maxHeight","meanLeaf.length","minLeaf.length","maxLeaf.length","meanLeaf.width","minLeaf.width","maxLeaf.width","meanCorolla.radius","minCorolla.radius","maxCorolla.radius","meanCorolla.tube.length","minCorolla.tube.length","maxCorolla.tube.length","meanCorolla.lobe.length","minCorolla.lobe.length","maxCorolla.lobe.length","meanStyle.length","minStyle.length","maxStyle.length","meanFruit.size","minFruit.size","maxFruit.size","Self..in.compatibility","Ploidy","HapN","Life.history","Habit","Stem.composition","Leaf.type","Corolla.color","Fruit.type","Fruit.color"
"Solanum tegore",3.25,1.5,5,340,340,340,280,280,280,10,10,10,0.5,0.5,0.5,10,10,10,6,6,6,25,15,35,,"Diploid",12,,"Tree",,"Simple","white, green, brown","Berry",
"Solanum tenuiflagellatum",3,1,5,105,40,170,55,20,90,4.25,3.5,5,"NA","NA","NA","NA","NA","NA",4,4,4,10,10,10,,"Diploid",12,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum tenuipes",0.4,0.2,0.7,107.5,40,150,"NA","NA","NA",15,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,7,10,"SC","Diploid",12,"Perennial","Herb","Herbaceous","Simple, Compound","blue, purple","Berry",
"Solanum tenuipes var. latisectum",0.35,0.2,0.5,65,40,90,"NA","NA","NA",15,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,7,10,"SC","Diploid",12,"Perennial","Herb",,"Compound","blue, purple","Berry",
"Solanum tenuipes var. tenuipes",0.35,0.2,0.5,65,40,90,"NA","NA","NA",15,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,7,10,"SC","Diploid",12,"Perennial","Herb",,"Compound","blue, purple","Berry",
"Solanum tenuisetosum",4.75,1.5,8,150,100,200,130,70,190,17.5,15,20,4.5,4,5,12.5,10,15,8,6,10,70,40,100,,"Diploid",12,,"Shrub, Tree",,"Simple","green, light purple, purple","Berry",
"Solanum tenuispinum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Diploid",12,"Perennial",,"Woody",,,,
"Solanum tenuissimum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"Subshrub",,,,,
"Solanum tepuiense",2.5,2.5,2.5,110,80,140,40,30,50,8.75,7.5,10,"NA","NA","NA","NA","NA","NA",7.5,7,8,15,15,15,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum terminale","NA","NA","NA",120,120,120,45,45,45,7.5,7.5,7.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,8,8,"SC",,,"Perennial","Shrub","Herbaceous","Simple","white, blue, purple",,"Red"
"Solanum ternatum",6.5,6,7,120,90,150,100,80,120,9,8,10,"NA","NA","NA","NA","NA","NA",8,8,8,12.5,10,15,,,,,"Vine","Woody","Compound","white, pink, green","Berry",
"Solanum terraneum",0.1,0.1,0.1,40,20,60,25,10,40,10,10,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",9,8,10,,"Polyploid",24,"Perennial",,"Herbaceous","Simple","light blue","Berry","Green"
"Solanum tetrandrum",3,3,3,75,50,100,47.5,35,60,12.5,12.5,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",6,5,7,,"Diploid",12,,"Shrub",,"Simple","white, light blue","Berry","Red"
"Solanum tetrathecum",0.6,0.6,0.6,50,40,60,10,5,15,15,10,20,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Polyploid",24,,"Subshrub","Herbaceous","Simple","blue, purple","Berry","Yellow"
"Solanum tettense",2,2,2,72.5,70,75,30,30,30,7.875,6.5,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",5,5,5,,,,,"Shrub, Subshrub",,"Simple","white, pink, light purple, light blue",,"Red"
"Solanum thelopodium",0.75,0.5,1,205,110,300,100.5,41,160,8.75,7.5,10,"NA","NA","NA",8.5,8,9,8.5,8,9,12.5,10,15,,,,,"Shrub",,"Simple","pink, purple","Berry","Green"
"Solanum thomsonii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"Shrub, Tree",,,,,
"Solanum tobagense",3.5,2,5,"NA","NA","NA","NA","NA","NA",12.5,9,16,1.5,1,2,11.5,8,15,6.5,5,8,50,30,70,"SI","Diploid",12,"Perennial","Shrub, Tree","Woody","Simple","white, pink, green, purple","Berry","Yellow"
"Solanum toliaraea","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,
"Solanum tomentosum",1,1,1,80,80,80,60,60,60,10,10,10,"NA","NA","NA","NA","NA","NA","NA","NA","NA",13.75,10,17.5,"SC",,,"Perennial","Shrub","Woody","Simple","blue, purple","Berry","Red, Orange"
"Solanum torreanum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,"Perennial","Herb",,,,,
"Solanum torricellense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Solanum torvoideum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Solanum torvum",2.5833333333,1,5,166.6666666667,60,250,75,30,120,7.5,4,12.5,"NA","NA","NA",7.75,6,10,7.25,6,8,9.5,5,15,"SC","Diploid","12, 24","Perennial","Shrub, Tree","Woody","Simple","blue, purple, white","Berry","Red, Yellow"
"Solanum tovarii",1.5,1,2,62.5,40,85,25,15,35,7,6.5,7.5,"NA","NA","NA","NA","NA","NA",6,6,6,"NA","NA","NA",,,,,"Shrub",,"Simple","white","Berry",
"Solanum trachycarpum",1.5,1.5,1.5,55,35,75,17.5,10,25,9.2,7.5,12.5,"NA","NA","NA",10.7,10.7,10.7,4.1,4.1,4.1,15,10,20,"SC","Diploid",12,"Perennial","Shrub","Woody base, Woody","Simple","purple, green, light purple",,"Green"
"Solanum trachycyphum",3,1,5,145,90,200,35,20,50,7,6,8,"NA","NA","NA",6,5,7,"NA","NA","NA",11,10,12,,,,,"Shrub, Tree",,,"white","Berry",
"Solanum trachytrichium",1.75,0.5,3,102.5,65,140,42,19,65,9,8,10,"NA","NA","NA","NA","NA","NA",6.5,6,7,10.5,8,13,,"Diploid",12,,"Shrub",,"Simple","white","Berry","Yellow, Green"
"Solanum tribulosum","NA","NA","NA",105,60,150,"NA","NA","NA",15,12.5,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,9,12,"SC","Diploid",12,"Perennial, Annual","Herb","Herbaceous","Compound","white, light blue","Berry",
"Solanum trichoneuron",6,2,10,120,90,150,42.5,25,60,4,3,5,"NA","NA","NA","NA","NA","NA",5.25,4.5,6,8,7,9,,"Diploid",12,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum trifidum",0.475,0.4,0.55,110,110,110,"NA","NA","NA",11.125,10,12.5,"NA","NA","NA","NA","NA","NA",9.5,8,10,25,25,25,"SI","Diploid",12,"Perennial","Herb","Herbaceous","Compound","white, cream, green, light purple","Berry","Green"
"Solanum triflorum",0.35,0.1,0.5,30,10,50,12.5,5,20,4.25,3.5,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",11.25,8,15,"SC","Diploid",12,"Annual","Herb","Herbaceous","Simple","white","Berry","Green"
"Solanum trifolium","NA","NA","NA",30,10,50,37.5,10,65,7.5,7.5,7.5,7,5,9,2.5,2.5,2.5,3.25,3,3.5,9,8,10,,,,,"Vine","Herbaceous","Compound","blue, purple","Berry",
"Solanum trilobatum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,"purple",,
"Solanum trinitense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",20,20,20,,"Diploid",12,"Perennial","Herb","Herbaceous","Compound","white",,
"Solanum trinominum",0.45,0.2,0.6,38.75,20,50,13.5,4,23,9.875,5,15.5,1.25,1,1.5,11,7,15,9,8.5,9.5,7.5,6,9,,,,"Annual, Perennial","Shrub","Herbaceous","Compound, Simple","blue, white, purple","Berry","Yellow"
"Solanum tripartitum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Diploid",12,"Perennial","Herb","Woody",,,,
"Solanum triplinervium",2,2,2,310,270,350,120,90,150,4,4,4,"NA","NA","NA","NA","NA","NA",4.5,4.5,4.5,9,8,10,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum triquetrum",0.5,0.5,0.5,27.5,5,50,"NA","NA","NA",6.25,5,7.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,"Perennial",,,"Simple","white, blue, purple","Berry","Red"
"Solanum trisectum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC",,,"Perennial",,"Herbaceous",,,,
"Solanum triste",4,1,7,200,100,300,105,70,140,6.25,5,7.5,"NA","NA","NA","NA","NA","NA",5.5,5,6,12.5,10,15,,"Diploid",12,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum trizygum",1,1,1,250,100,400,75,50,100,4.75,4.5,5,"NA","NA","NA","NA","NA","NA",5.5,5,6,18.5,12,25,"SC",,,"Perennial","Shrub","Woody","Compound","white, green","Berry","Green"
"Solanum troyanum",4,4,4,105,45,165,37.5,15,60,23.75,17.5,30,"NA","NA","NA",12.5,5,20,15,15,15,"NA","NA","NA",,,,,"Shrub, Tree",,"Simple","blue, purple","Berry",
"Solanum tuberosum",0.8333333333,0.4,1.4,182.5,100,250,"NA","NA","NA",12.25,10,20,"NA","NA","NA",7,7,7,12.3571428571,11,13,20,10,30,"SI, SC","Diploid","24, 12, 18","Perennial","Herb","Herbaceous","Compound, Simple","blue, purple, yellow, white, pink, red, light purple, green","Berry","Yellow"
"Solanum tuberosum var. chubutense",0.6,0.6,0.6,250,250,250,"NA","NA","NA",15,10,20,"NA","NA","NA","NA","NA","NA",13,13,13,20,20,20,,,,,,,"Simple, Compound","white, pink, yellow, green, blue, purple","Berry",
"Solanum tudununggae",2,2,2,170,90,250,97.5,45,150,29.9,15,39.8,"NA","NA","NA","NA","NA","NA",14.6,14.6,14.6,20,20,20,,"Diploid",12,"Short-lived Perennial","Shrub",,"Simple","purple","Berry","Green, Purple/Violet/Black"
"Solanum tuerckheimii",2,1,3,130,90,170,45,30,60,4,3.5,4.5,"NA","NA","NA","NA","NA","NA",3,3,3,10,10,10,,"Diploid",12,,"Shrub",,"Simple","white","Berry","Green"
"Solanum tumulicola",0.3,0.3,0.3,60,40,80,6,4,8,11.25,10,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,"Perennial","Herb",,"Simple","purple","Berry","Yellow"
"Solanum tunariense",2,1,3,60,10,110,23.5,7,40,4.5,4,5,"NA","NA","NA","NA","NA","NA",6,6,6,12.5,10,15,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum turgidum",4.5,3,6,175,100,250,100,50,150,5.5,5,6,"NA","NA","NA","NA","NA","NA",5.5,5,6,11,10,12,,"Diploid",12,"Perennial","Tree","Woody","Simple","white, green","Berry","Green"
"Solanum turneroides","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC",,,,,,,,,
"Solanum tweedianum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Diploid",12,"Annual",,"Herbaceous",,,,
"Solanum uleanum",6.5,6,7,90,30,150,62.5,25,100,4.5,4,5,"NA","NA","NA","NA","NA","NA",3.5,3,4,15.5,15,16,,,,,"Herb",,"Compound","white, green","Berry","Green"
"Solanum umalilaense",0.5,0.5,0.5,85,70,100,51,50,52,5.3,4.5,6.1,"NA","NA","NA","NA","NA","NA",4.25,4,4.5,5.9,5.2,6.6,,"Polyploid",,,"Herb",,"Simple","white, purple","Berry","Yellow, Green, Brown"
"Solanum umbellatum",3.5,1,6,135,70,200,50,30,70,6.25,5,7.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",9.5,8,11,"SI","Diploid",12,"Perennial","Shrub, Tree","Woody",,"white","Berry","Yellow"
"Solanum umbelliferum",1,1,1,35,10,70,"NA","NA","NA",10,8,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",10.75,7,14,,,,"Perennial","Herb, Subshrub",,"Simple","white, blue, purple, light purple","Berry",
"Solanum umtuma","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,
"Solanum uncinellum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,
"Solanum undatum",0.5,0.5,0.5,85,50,120,55,40,70,8.75,7.5,10,"NA","NA","NA",10,10,10,5.5,5,6,25,20,30,,,,,"Herb, Subshrub",,"Simple","white, blue, purple","Berry","Yellow"
"Solanum unifoliatum",2,1,3,231.5,188,275,60.5,48,73,2.5,2.5,2.5,"NA","NA","NA","NA","NA","NA",1.5,0.5,2.5,9,8,10,,,,,"Subshrub, Shrub",,"Simple","green","Berry","Green"
"Solanum unilobum",4,2,6,215,180,250,140,100,180,9.125,4,15,3,2,4,10,8,12,5.5,5,6,45,40,50,"SI","Diploid",12,"Perennial","Tree","Woody","Simple","yellow, green, white","Berry","Orange, Yellow, Green, Purple/Violet/Black"
"Solanum usambarense",3,3,3,200,200,200,150,150,150,5,5,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,8,8,,,,,"Shrub",,"Simple","white, cream, purple","Berry","Red, Orange"
"Solanum usaramense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,
"Solanum vacciniiflorum",14,3,25,115,60,170,40,20,60,8.25,7.5,9,"NA","NA","NA","NA","NA","NA",6,4,8,10,10,10,,"Diploid",12,,"Shrub, Tree",,"Simple","white","Berry","Yellow, Green, Brown"
"Solanum vaillantii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,"Perennial",,"Woody",,,,
"Solanum valdiviense",3,2,4,41.6666666667,20,70,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SI",,,"Perennial","Shrub","Woody","Simple","blue, purple, white","Berry","Green"
"Solanum valerianum",1.5,1,2,141.5,93,190,32.5,25,40,4.5,4,5,"NA","NA","NA","NA","NA","NA",3,3,3,12.5,10,15,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum validinervium",1.5,1,2,60,30,90,30,10,50,8.25,7.5,9,"NA","NA","NA","NA","NA","NA",5.5,5,6,8.5,8,9,,"Diploid",12,,"Shrub",,"Simple","white","Berry","Yellow"
"Solanum vansittartense",3,3,3,75,50,100,42.5,25,60,12.5,12.5,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"Shrub",,"Simple","purple","Berry",
"Solanum variabile","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,,,,,,,
"Solanum velutissimum",4.5,3,6,170,70,270,65,30,100,8.75,8,9.5,"NA","NA","NA",6.5,6,7,"NA","NA","NA","NA","NA","NA",,,,,"Shrub, Tree",,,"light blue, light purple",,
"Solanum venosum",3.25,1.5,5,125,70,180,85,50,120,6.25,5,7.5,"NA","NA","NA","NA","NA","NA",6,4,8,10,10,10,,,,,"Shrub, Tree",,"Simple","white","Berry","Green"
"Solanum venturii",0.3,0.3,0.3,200,200,200,"NA","NA","NA",12.625,8.75,17.5,"NA","NA","NA",9,8,10,9.1666666667,8,11,10,10,10,,"Diploid","12, 24","Perennial",,"Herbaceous","Compound, Simple","white, blue, light purple","Berry",
"Solanum verecundum",9,4,14,125,60,190,60,20,100,5.5,5,6,"NA","NA","NA",4.5,4,5,"NA","NA","NA",7.5,5,10,,,,,"Shrub, Tree",,"Simple","white","Berry","Orange"
"Solanum vernei",0.875,0.5,1,267.5,70,400,117.5,50,185,16.25,12.5,22.5,"NA","NA","NA",10,8,12,10.5,9,13,20,20,20,"SI","Diploid",12,"Perennial","Herb","Herbaceous","Compound","white, red, blue, purple","Berry","White, Green"
"Solanum verrucosum",0.425,0.1,0.6,193.3333333333,80,250,"NA","NA","NA",13.9375,12,20,"NA","NA","NA","NA","NA","NA",8.875,7,11,20,20,20,"SC","Diploid","12, 24, 18","Perennial","Herb","Herbaceous","Simple, Compound","light purple, purple","Berry","White, Green"
"Solanum vescum",1.5,1,2,350,350,350,290,290,290,20,20,20,"NA","NA","NA","NA","NA","NA",10,10,10,22.5,20,25,"SC","Polyploid",23,"Perennial","Shrub","Woody, Woody base","Simple","blue, purple","Berry","White, Green"
"Solanum vespertilio",1.5,1.5,1.5,100,50,150,55,30,80,16.25,15,17.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",15,15,15,"SC","Diploid",12,"Perennial","Shrub","Woody","Simple","blue, purple","Berry","Red"
"Solanum vestissimum","NA","NA","NA","NA","NA","NA","NA","NA","NA",21.25,21.25,21.25,"NA","NA","NA",6,6,6,13,13,13,"NA","NA","NA","SC","Diploid",12,"Perennial","Tree","Woody",,"white, light purple",,
"Solanum viarum",0.875,0.5,1,122.5,60,150,120,60,150,10,10,10,"NA","NA","NA",0.9,0.6,1.2,8,8,8,27.5,20,30,"SC","Diploid",12,"Perennial","Subshrub, Herb, Shrub","Woody","Simple","white, green","Berry","Yellow"
"Solanum vicinum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC",,,"Perennial","Shrub",,,,,
"Solanum villosum",0.55,0.4,0.6,40,30,70,30,20,40,3,2.5,3.5,"NA","NA","NA",3,3,3,3.75,3,4.5,6.5,6,8,"SC","Polyploid",24,"Perennial,  Annual, Annual","Herb","Herbaceous","Simple","white, purple","Berry","Orange, Yellow, Red"
"Solanum violaceimarmoratum",2.5,1,3,272,100,320,205,200,210,12.0555555556,7.5,17.5,"NA","NA","NA","NA","NA","NA",8.9,7,10,27.5,25,30,"SC, SI","Diploid",12,"Perennial","Herb","Herbaceous","Compound, Simple","blue, purple","Berry",
"Solanum violaceum",0.9666666667,0.5,1.5,65,50,80,45,20,70,6.5,5,7.5,"NA","NA","NA",6.5,5,8,9,8,10,10.5,8,13,"SC","Diploid",12,"Perennial","Herb, Shrub",,"Simple","blue, purple, white","Berry","Orange"
"Solanum viposense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Polyploid",48,"Annual",,"Herbaceous",,,,
"Solanum virginianum",0.6,0.5,0.7,65,40,90,32.5,20,45,10,7,12.5,"NA","NA","NA",7,6,8,10,10,10,17.5,13,22,"SC","Diploid",12,"Perennial","Herb","Herbaceous, Woody base","Simple","blue, purple","Berry","Yellow"
"Solanum viride",5,5,5,110,70,150,45,30,60,8.25,7.5,9,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8.5,7,10,"SI","Diploid",12,"Perennial","Shrub, Tree","Woody","Simple","light purple, purple","Berry","Red, Orange, Yellow"
"Solanum viscosissimum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,,,
"Solanum volubile","NA","NA","NA",100,50,150,52.5,35,70,"NA","NA","NA","NA","NA","NA",12.5,11,14,"NA","NA","NA",12.5,10,15,,,,,"Vine","Woody",,"white, light purple","Berry","Red, Orange"
"Solanum wallacei",1,1,1,80,60,100,"NA","NA","NA",17.5,15,20,"NA","NA","NA","NA","NA","NA","NA","NA","NA",20,15,25,"SC",,,"Perennial","Herb, Subshrub","Woody","Simple",,"Berry",
"Solanum warmingii",4.75,1.5,8,185,165,205,57,50,64,12,12,12,"NA","NA","NA","NA","NA","NA",10.5,9,12,18,16,20,,,,,"Shrub, Tree",,"Simple","white","Berry","White, Green"
"Solanum weddellii","NA","NA","NA",80,80,80,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,"Simple","white",,
"Solanum welwitschii",8,8,8,110,60,160,50,30,70,5,5,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",8,8,8,,,,,"Shrub",,"Simple","blue, purple",,"Red"
"Solanum wendlandii","NA","NA","NA",157.5,100,200,115,80,150,22.5,17.5,27.5,"NA","NA","NA","NA","NA","NA",10.75,9.5,12,37.5,35,40,,"Diploid",12,"Perennial","Shrub, Vine","Woody","Simple, Compound","pink, blue, light purple, purple","Berry","Green"
"Solanum whalenii",5,2,8,290,180,400,150,100,200,20,20,20,23,21,25,21,19,23,12,11,13,13.5,12,15,,,,,"Shrub, Tree",,"Simple","white","Berry",
"Solanum wittmackii",0.75,0.75,0.75,225,100,350,"NA","NA","NA",18.75,12.5,22.5,"NA","NA","NA","NA","NA","NA",11,9,13,20,20,20,,"Diploid",12,"Perennial",,"Herbaceous","Compound","light purple, purple","Berry",
"Solanum wrightii",11,9,12,316.6666666667,300,350,187.5,150,200,25.1666666667,2.5,45,"NA","NA","NA","NA","NA","NA","NA","NA","NA",42.5,30,50,,"Diploid",12,,"Tree, Shrub",,"Simple","white, blue, purple","Berry","Red, Green"
"Solanum x blanco-galdosii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,"Perennial",,"Herbaceous",,,,
"Solanum x bruecheri","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,"Perennial",,"Herbaceous",,,,
"Solanum x edinense","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Polyploid",30,"Perennial",,"Herbaceous",,,,
"Solanum x michoacanum",0.5,0.5,0.5,100,100,100,"NA","NA","NA",9.5,7.5,11.5,"NA","NA","NA","NA","NA","NA",10,10,10,"NA","NA","NA",,"Diploid",12,,,"Herbaceous","Compound","white, cream",,
"Solanum x rechei","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid","12, 18","Perennial",,"Herbaceous",,,,
"Solanum x ruiz-lealii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,"Perennial",,"Herbaceous",,,,
"Solanum x sambucinum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Diploid",12,"Perennial",,"Herbaceous",,,,
"Solanum x vallis-mexici","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Polyploid","18, 36","Perennial",,"Herbaceous",,,,
"Solanum xanthophaeum",2.5,2,3,190,100,280,67.5,40,95,4.25,3.5,5,"NA","NA","NA","NA","NA","NA",4.75,4.5,5,11.5,10,13,,,,,"Shrub, Tree",,"Simple","yellow, green","Berry","Green, Blue"
"Solanum xanti",0.65,0.4,0.9,45,20,70,"NA","NA","NA",11.25,7.5,15,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,"SI",,,"Perennial","Herb, Subshrub","Woody","Simple","blue, light purple","Berry","Green"
"Solanum xanti xanti",0.65,0.4,0.9,"NA","NA","NA","NA","NA","NA",10,7.5,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SI",,,,"Subshrub","Woody base",,"white, yellow, green, purple","Berry",
"Solanum yanamonense",0.65,0.3,1,72.5,55,90,19,13,25,2.25,2,2.5,"NA","NA","NA","NA","NA","NA",2.25,2,2.5,11.5,10,13,,"Diploid",12,"Perennial","Shrub","Woody","Simple","white, green","Berry","Yellow, Green"
"Solanum yirrkalense","NA","NA","NA",75,50,100,32.5,25,40,12.5,12.5,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",12.5,10,15,,"Diploid",12,"Perennial","Shrub",,"Simple","white, light blue","Berry","Red"
"Solanum youngii",1.75,1.5,2,170,70,270,110,40,180,9.25,8.5,10,"NA","NA","NA","NA","NA","NA",8,7,9,11,10,12,,,,,"Shrub",,"Simple","white","Berry","Green"
"Solanum zahlbruckneri","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SC","Diploid",12,"Annual",,"Herbaceous",,,,
"Solanum zanzibarense",2,2,2,68.3333333333,40,90,33.3333333333,20,50,9.5833333333,6.25,12.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",10.3333333333,8,13,,,,,"Shrub",,"Simple","blue, purple, light blue, light purple","Berry","Red"
"Solanum ￃﾗaemulans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Polyploid",18,"Perennial",,"Herbaceous",,,,
"Solanum ￃﾗblanco-galdosii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",17.5,15,20,,"Diploid",12,,"Herb",,"Compound","purple","Berry",
"Solanum ￃﾗflavoviridens","NA","NA","NA","NA","NA","NA","NA","NA","NA",16.25,15,17.5,"NA","NA","NA","NA","NA","NA",12,12,12,"NA","NA","NA",,"Polyploid",18,"Perennial","Herb","Herbaceous","Compound","white","Berry","Green"
"Solanum ￃﾗmichoacanum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SI","Diploid",12,"Perennial",,"Herbaceous",,,,
"Solanum ￃﾗsambucinum",0.3,0.3,0.3,150,150,150,"NA","NA","NA",10,10,10,"NA","NA","NA","NA","NA","NA",6.5,6,7,"NA","NA","NA",,"Diploid",12,,,"Herbaceous","Compound","white, cream",,
"Solanum ￃﾗviirsooi","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"Polyploid",18,"Perennial",,"Herbaceous",,,,
